Keyword,Match_type,Campaign,Ad_group,Year,Quality_score,Month,Cost,Impressions,Clicks,CTR,Conversions,All_conv_value,Value_per_conv,Search_impr_share
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,0.0,1,0,0.0,0.0,0.0,0.0,33.33
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-09-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-10-01,1.1,3,1,33.33,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-11-01,0.7,7,2,28.57,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,0.14,4,1,25.0,0.0,0.0,0.0,80.0
restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,28.81,320,19,5.94,0.0,0.0,0.0,34.73
restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,41.49,632,42,6.65,0.0,0.0,0.0,36.03
restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,35.12,568,40,7.04,0.0,0.0,0.0,38.47
restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,46.66,1342,113,8.42,0.0,0.0,0.0,24.31
restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,32.42,681,57,8.37,0.0,0.0,0.0,30.89
restaurant close to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,2,0,0.0,0.0,0.0,0.0,20.0
restaurant close to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.0,24,0,0.0,0.0,0.0,0.0,31.88
restaurant close to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.8,41,2,4.88,0.0,0.0,0.0,15.41
restaurant close to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.0,27,0,0.0,0.0,0.0,0.0,32.53
food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,0.0,58,0,0.0,0.0,0.0,0.0,19.64
food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,4.01,98,4,4.08,0.0,0.0,0.0,24.0
food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,2.51,85,3,3.53,0.0,0.0,0.0,19.41
food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,3.01,104,6,5.77,0.0,0.0,0.0,5.0
food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.87,109,1,0.92,0.0,0.0,0.0,17.69
lunch near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.0,9,0,0.0,0.0,0.0,0.0,23.08
restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,0.0,20,0,0.0,0.0,0.0,0.0,57.14
restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.56,55,1,1.82,0.0,0.0,0.0,42.4
restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,2.76,14,3,21.43,0.0,0.0,0.0,29.79
restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,1.09,23,1,4.35,0.0,0.0,0.0,11.79
restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,1.87,28,3,10.71,0.0,0.0,0.0,19.42
good restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,5.07,96,4,4.17,0.0,0.0,0.0,35.88
good restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,13.49,171,13,7.6,0.0,0.0,0.0,37.84
good restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,7.27,213,9,4.23,0.0,0.0,0.0,43.83
good restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,21.86,525,57,10.86,0.0,0.0,0.0,23.83
good restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,12.46,330,24,7.27,0.0,0.0,0.0,34.96
closest restaurants to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,20,0,0.0,0.0,0.0,0.0,42.86
closest restaurants to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,5.54,83,6,7.23,0.0,0.0,0.0,40.49
closest restaurants to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,5.12,153,14,9.15,0.0,0.0,0.0,29.29
closest restaurants to me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,3.86,97,7,7.22,0.0,0.0,0.0,42.36
lunch restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,2.5,21,3,14.29,0.0,0.0,0.0,22.34
lunch restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,5.1,86,6,6.98,0.0,0.0,0.0,24.93
lunch restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,4.48,82,10,12.2,0.0,0.0,0.0,23.5
lunch restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,1.17,44,2,4.55,0.0,0.0,0.0,49.44
gluten free near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,3.33,10,2,20.0,0.0,0.0,0.0,33.33
gluten free near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,7,0,0.0,0.0,0.0,0.0,50.0
gluten free near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.61,9,1,11.11,0.0,0.0,0.0,39.13
gluten free near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.9,17,2,11.76,0.0,0.0,0.0,30.91
gluten free near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,1.06,7,2,28.57,0.0,0.0,0.0,36.84
find restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,3,0,0.0,0.0,0.0,0.0,27.27
find restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.42,22,1,4.55,0.0,0.0,0.0,37.29
find restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,2.0,27,2,7.41,0.0,0.0,0.0,22.13
find restaurants around me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.95,8,2,25.0,0.0,0.0,0.0,10.81
good food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,0.0,2,0,0.0,0.0,0.0,0.0,22.22
good food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,6,0,0.0,0.0,0.0,0.0,20.0
good food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.0,3,0,0.0,0.0,0.0,0.0,13.64
good food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.0,10,0,0.0,0.0,0.0,0.0,15.15
good food near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.42,11,1,9.09,0.0,0.0,0.0,50.0
restaurants near my area,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,16,0,0.0,0.0,0.0,0.0,46.88
restaurants near my area,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,2.16,71,3,4.23,0.0,0.0,0.0,36.98
restaurants near my area,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,2.62,123,7,5.69,0.0,0.0,0.0,34.77
restaurants near my area,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,2.91,92,6,6.52,0.0,0.0,0.0,54.49
gluten free menu near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,0,0,0.0,0.0,0.0,0.0,5.0
gluten free menu near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
gluten free menu near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.82,5,2,40.0,0.0,0.0,0.0,25.0
gluten free menu near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.0,1,0,0.0,0.0,0.0,0.0,5.0
gluten free restaurant near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,0.0,1,0,0.0,0.0,0.0,0.0,25.0
gluten free restaurant near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.84,4,1,25.0,0.0,0.0,0.0,50.0
gluten free restaurant near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.43,3,1,33.33,0.0,0.0,0.0,100.0
gluten free restaurant near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.59,8,2,25.0,0.0,0.0,0.0,44.44
gluten free restaurant near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.62,4,1,25.0,0.0,0.0,0.0,57.14
good dine in restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,1.96,5,2,40.0,0.0,0.0,0.0,33.33
good dine in restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.0,9,0,0.0,0.0,0.0,0.0,25.71
good dine in restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.0,1,0,0.0,0.0,0.0,0.0,16.67
good dine in restaurants near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.0,1,0,0.0,0.0,0.0,0.0,14.29
eating places near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-08-01,10.63,27,5,18.52,0.0,0.0,0.0,26.32
eating places near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-09-01,0.0,33,0,0.0,0.0,0.0,0.0,36.78
eating places near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,0.0,8,0,0.0,0.0,0.0,0.0,17.39
eating places near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.4,5,1,20.0,0.0,0.0,0.0,5.0
eating places near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-12-01,0.0,3,0,0.0,0.0,0.0,0.0,16.67
food spots near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-10-01,1.08,3,1,33.33,0.0,0.0,0.0,60.0
food spots near me,Exact match,Restaurant_ENG,Restaurants near me,2022,,2022-11-01,0.0,6,0,0.0,0.0,0.0,0.0,18.75
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-01-01,16.11,45,17,37.78,3.0,3.0,1.0,97.83
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-02-01,7.31,53,20,37.74,1.0,3.0,0.0,92.98
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-03-01,8.73,75,28,37.33,1.0,1.0,0.0,92.41
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-04-01,1.49,24,8,33.33,0.0,1.0,0.0,92.31
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-05-01,0.38,5,2,40.0,0.0,0.0,0.0,100.0
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-06-01,1.09,15,6,40.0,0.0,1.0,0.0,83.33
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-07-01,6.46,31,10,32.26,0.0,1.0,0.0,88.57
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-08-01,2.2,26,8,30.77,0.0,0.0,0.0,88.89
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-09-01,6.29,18,3,16.67,0.0,0.0,0.0,85.71
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-10-01,1.13,15,3,20.0,0.0,0.0,0.0,100.0
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-11-01,2.08,17,7,41.18,0.0,1.0,0.0,73.91
hotel hotel_brand lisboa,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-12-01,3.26,30,10,33.33,0.0,0.0,0.0,90.63
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-01-01,6.24,21,12,57.14,0.0,0.0,0.0,87.5
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-02-01,1.95,25,12,48.0,1.0,9.0,0.0,92.59
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-03-01,2.79,41,13,31.71,1.0,2.0,0.0,83.67
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-04-01,1.62,28,5,17.86,0.0,1.0,0.0,87.5
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-05-01,0.0,1,0,0.0,0.0,0.0,0.0,33.33
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-06-01,7.64,20,9,45.0,0.0,2.0,0.0,95.24
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-07-01,19.22,94,38,40.43,1.0,13.0,0.0,96.91
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-08-01,2.44,61,11,18.03,0.0,3.0,0.0,80.26
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-09-01,3.5,31,7,22.58,0.0,1.0,0.0,83.78
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-10-01,0.27,10,1,10.0,0.0,0.0,0.0,100.0
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-11-01,0.3,7,1,14.29,1.0,1.0,1.0,70.0
hotel_brand Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-12-01,0.0,2,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-01-01,3.42,14,7,50.0,1.0,0.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-02-01,0.14,14,2,14.29,0.0,0.0,0.0,86.67
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-03-01,1.58,17,3,17.65,0.0,0.0,0.0,78.95
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-04-01,1.01,9,3,33.33,0.0,0.0,0.0,90.0
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-05-01,0.48,5,1,20.0,0.0,0.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-06-01,1.01,16,4,25.0,0.0,0.0,0.0,94.12
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-07-01,2.58,11,4,36.36,0.0,4.0,0.0,90.91
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-08-01,1.61,11,6,54.55,0.0,0.0,0.0,91.67
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-09-01,0.17,11,1,9.09,0.0,0.0,0.0,78.57
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-10-01,0.28,11,2,18.18,0.0,2.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-11-01,2.0,17,5,29.41,0.0,0.0,0.0,94.44
hotel_brand property_1,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-12-01,0.82,16,3,18.75,0.0,0.0,0.0,94.12
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-01-01,49.59,138,50,36.23,9.0,22.0,1.78,89.61
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-02-01,38.24,239,73,30.54,4.0,7.0,0.0,90.15
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-03-01,29.37,202,54,26.73,1.0,5.0,0.0,89.95
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-04-01,24.22,100,28,28.0,1.0,4.0,0.0,90.91
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-05-01,5.16,43,9,20.93,0.0,1.0,0.0,89.58
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-06-01,23.32,99,38,38.38,2.0,1.0,0.0,83.05
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-07-01,50.84,230,96,41.74,6.0,44.0,0.17,90.51
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-08-01,34.34,206,66,32.04,2.0,20.0,0.0,80.24
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-09-01,37.17,208,74,35.58,1.0,4.0,0.0,83.53
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-10-01,23.2,125,39,31.2,1.0,26.0,0.0,83.56
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-11-01,27.21,226,74,32.74,4.0,33.0,5.25,87.8
hotel_brand property_1 Boutique Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-12-01,46.26,185,75,40.54,6.0,46.0,5.0,87.68
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-01-01,10.23,66,23,34.85,0.0,0.0,0.0,95.65
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-02-01,21.29,126,43,34.13,3.0,22.0,0.0,93.33
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-03-01,28.49,127,43,33.86,2.0,28.0,0.0,83.67
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-04-01,6.83,57,20,35.09,0.0,11.0,0.0,86.36
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-05-01,2.0,23,5,21.74,0.0,0.0,0.0,79.31
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-06-01,4.07,44,11,25.0,0.0,1.0,0.0,95.56
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-07-01,7.37,100,24,24.0,1.0,1.0,0.0,82.64
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-08-01,16.22,112,28,25.0,2.0,13.0,5.5,76.39
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-09-01,8.45,70,14,20.0,1.0,12.0,0.0,74.47
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-10-01,17.54,80,22,27.5,0.0,3.0,0.0,86.96
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-11-01,12.26,177,28,15.82,1.0,12.0,1.0,83.1
hotel_brand property_1 Hotel,Exact match,Sales_ESP,Marca_Nova_ESP,2022,,2022-12-01,15.28,121,39,32.23,1.0,13.0,10.0,84.62
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-01-01,1.7,30,5,16.67,0.0,0.0,0.0,64.44
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-02-01,3.46,52,11,21.15,0.0,2.0,0.0,70.27
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-03-01,5.7,70,19,27.14,0.0,17.0,0.0,74.47
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-04-01,2.55,23,5,21.74,0.0,0.0,0.0,88.46
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-05-01,2.72,16,5,31.25,0.0,0.0,0.0,94.12
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-06-01,6.7,30,12,40.0,0.0,5.0,0.0,81.08
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-07-01,1.52,25,3,12.0,0.0,1.0,0.0,71.43
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-08-01,2.4,43,9,20.93,1.0,2.0,0.0,68.25
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-09-01,10.09,39,14,35.9,1.0,0.0,0.0,76.47
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-10-01,4.98,36,13,36.11,0.0,5.0,0.0,76.6
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-11-01,4.9,32,9,28.13,1.0,0.0,0.0,57.14
hotel_brand hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,9.0,2022-12-01,1.16,38,6,15.79,1.0,2.0,0.0,69.81
hotel_brand property_1 Hotel Lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,8.0,2022-02-01,0.0,10,0,0.0,0.0,0.0,0.0,71.43
hotel_brand property_1 Hotel Lisbonne,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,8.0,2022-03-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-01-01,0.43,24,1,4.17,0.0,1.0,0.0,80.0
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-02-01,2.45,40,9,22.5,0.0,1.0,0.0,70.18
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-03-01,1.14,15,3,20.0,0.0,0.0,0.0,71.43
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-04-01,0.83,7,2,28.57,0.0,0.0,0.0,87.5
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-05-01,0.0,2,0,0.0,0.0,0.0,0.0,40.0
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-06-01,1.07,13,3,23.08,0.0,0.0,0.0,72.22
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-07-01,0.46,13,2,15.38,0.0,0.0,0.0,76.47
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-08-01,0.92,11,1,9.09,0.0,0.0,0.0,100.0
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-09-01,5.57,20,6,30.0,0.0,0.0,0.0,74.07
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-10-01,1.46,8,3,37.5,0.0,0.0,0.0,66.67
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-11-01,5.2,12,4,33.33,0.0,0.0,0.0,70.59
hotel_brand property_1,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-12-01,1.71,19,7,36.84,1.0,4.0,0.0,61.54
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-01-01,29.67,214,68,31.78,3.0,12.0,0.0,73.2
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-02-01,32.87,563,116,20.6,3.0,45.0,0.0,70.25
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-03-01,28.64,270,70,25.93,2.0,15.0,0.0,67.6
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-04-01,15.51,107,31,28.97,2.0,13.0,0.0,68.15
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-05-01,11.98,69,16,23.19,0.0,6.0,0.0,85.19
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-06-01,24.86,213,34,15.96,1.0,1.0,0.0,69.38
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-07-01,32.83,191,35,18.32,0.0,12.0,0.0,70.74
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-08-01,33.24,175,51,29.14,1.0,42.0,0.0,64.18
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-09-01,15.77,139,27,19.42,0.0,11.0,0.0,66.19
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-10-01,26.2,175,38,21.71,2.0,14.0,0.0,71.78
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-11-01,29.55,323,69,21.36,0.0,10.0,0.0,71.94
hotel_brand property_1 Boutique Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-12-01,44.73,302,85,28.15,1.0,25.0,0.0,65.86
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-01-01,13.93,103,27,26.21,0.0,5.0,0.0,64.97
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-02-01,12.04,238,36,15.13,1.0,26.0,0.0,48.37
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-03-01,11.33,176,32,18.18,0.0,2.0,0.0,68.5
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-04-01,3.46,69,11,15.94,0.0,5.0,0.0,62.16
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-05-01,4.54,35,6,17.14,0.0,10.0,0.0,72.92
hotel_brand property_1 Hotel,Exact match,Sales_FR_BE_CH,Marca_Nova_FR,2022,10.0,2022-06-01,12.37,111,24,21.62,0.0,12.0,0.0,60.66
